股票代码,股票简称,一级行业,二级行业,三级行业,所属概念
600793.SH,宜宾纸业,轻工制造,造纸,造纸Ⅲ,人民币升值;股权转让;造纸转暖;纸浆;地方国资改革
600963.SH,岳阳林纸,轻工制造,造纸,造纸Ⅲ,林场改革;园林开发;造纸转暖;诚通系;国改双百行动;雄安新区;人民币升值;纸浆;工业大麻;央企国资改革;融资融券;转融券标的;PPP概念
600966.SH,博汇纸业,轻工制造,造纸,造纸Ⅲ,人民币升值;造纸转暖;双胶纸;白卡纸;纸浆;转融券标的;融资融券
603165.SH,荣晟环保,轻工制造,造纸,造纸Ⅲ,环保包装;纸浆;长三角一体化;标普道琼斯A股;富时罗素概念股
603733.SH,仙鹤股份,轻工制造,造纸,造纸Ⅲ,双胶纸;纸浆;沪股通;污水处理;固废处理;参股券商;医疗器械概念;新材料概念;环保包装;快递;人民币升值;烟草;标普道琼斯A股
603863.SH,松炀资源,轻工制造,造纸,造纸Ⅲ,节能环保;粤港澳大湾区;循环经济
000026.SZ,飞亚达,轻工制造,家用轻工,珠宝首饰,奢侈品;军工;智能穿戴;电子商务;中瑞自贸协定;仪电仪表;中航系;智能手表
000587.SZ,*ST金洲,轻工制造,家用轻工,珠宝首饰,黄金租赁;振兴东北;电子商务;融资租赁;小金属概念;黄金概念;黑龙江自贸区;商誉减值;ST板块;富时罗素概念股
002345.SZ,潮宏基,轻工制造,家用轻工,珠宝首饰,奢侈品;迪士尼;跨境电商;她经济;电子商务;黄金概念;小金属概念;网络直播;新零售
002356.SZ,*ST赫美,轻工制造,家用轻工,珠宝首饰,创投;超级电容;智能电网;仪电仪表;跨境电商;电子商务;国资驰援;互联网金融;移动支付;ST板块;互联网;一元股
002574.SZ,明牌珠宝,轻工制造,家用轻工,珠宝首饰,在线教育;奢侈品;租售同权;职业教育;跨境电商;黄金租赁;融资融券;转融券标的;小金属概念;黄金概念;住房租赁;互联网
002721.SZ,金一文化,轻工制造,家用轻工,珠宝首饰,黄金租赁;3D打印;互联网金融;供应链金融;小金属概念;黄金概念;国资驰援;股权转让;地方国资改革;北京国资改革;抖音小店
002731.SZ,萃华珠宝,轻工制造,家用轻工,珠宝首饰,P2P概念;黄金概念;白银
002740.SZ,爱迪尔,轻工制造,家用轻工,珠宝首饰,互联网金融;奢侈品;兜底增持;供应链金融;区块链;互联网;抖音小店;新零售
002867.SZ,周大生,轻工制造,家用轻工,珠宝首饰,电子商务;奢侈品;深股通;创投;黄金概念;小额贷款;标普道琼斯A股;富时罗素概念股;富时罗素概念
600086.SH,*ST金钰,轻工制造,家用轻工,珠宝首饰,黄金租赁;奢侈品;小额贷款;P2P概念;涉矿;翡翠;小金属概念;黄金概念;股权转让;互联网;ST板块;一元股
600612.SH,老凤祥,轻工制造,家用轻工,珠宝首饰,黄金租赁;象牙加工销售;奢侈品;老字号;融资融券;沪股通;转融券标的;翡翠;小金属概念;黄金概念;上海国资改革;地方国资改革;标普道琼斯A股;富时罗素概念股;富时罗素概念;机构重仓
002103.SZ,广博股份,轻工制造,家用轻工,文娱用品,人民币升值;文具;高考;文化传媒;虚拟现实;网约车;网络直播;广告营销;跨境电商;电子商务;今日头条概念;短视频;创投;独角兽概念;区块链
002301.SZ,齐心集团,轻工制造,家用轻工,文娱用品,文具;SAAS;京东概念;云计算;国资驰援;腾讯概念;融资融券;转融券标的;深股通;云办公;口罩;智慧党建
002678.SZ,珠江钢琴,轻工制造,家用轻工,文娱用品,幼儿教育;音乐产业;文化传媒;在线教育;职业教育;三旧改造;小额贷款;人工智能;赛马概念;地方国资改革;广东国资改革;富时罗素概念股;机构重仓
002862.SZ,实丰文化,轻工制造,家用轻工,文娱用品,儿童消费品;送转填权
002899.SZ,英派斯,轻工制造,家用轻工,文娱用品,体育产业;人民币贬值受益;体育用品
300329.SZ,海伦钢琴,轻工制造,家用轻工,文娱用品,职业教育;文化传媒;二胎概念;音乐产业;在线教育;幼儿教育;迪士尼;创业板重组松绑;网络直播
300651.SZ,金陵体育,轻工制造,家用轻工,文娱用品,体育产业;体育用品;世界杯
300703.SZ,创源文化,轻工制造,家用轻工,文娱用品,文化传媒;平面媒体;人民币贬值受益;二胎概念;创业板重组松绑
603398.SH,邦宝益智,轻工制造,家用轻工,文娱用品,参股新三板;二胎概念;小猪佩奇;医疗器械概念;盲盒
603899.SH,晨光文具,轻工制造,家用轻工,文娱用品,幼儿教育;文具;沪股通;融资融券;二胎概念;MSCI概念;转融券标的;标普道琼斯A股;富时罗素概念股;富时罗素概念;机构重仓
002084.SZ,海鸥住工,轻工制造,家用轻工,其他家用轻工,地热能;广州旅游;沪台通;外贸;参股新三板;台湾概念股;智能家居
002571.SZ,德力股份,轻工制造,家用轻工,其他家用轻工,IP概念;创投;C2M概念;网络游戏;玻璃
002615.SZ,哈尔斯,轻工制造,家用轻工,其他家用轻工,小额贷款;浦东新区;民营金融;迪士尼;网红经济;网络直播
002751.SZ,易尚展示,轻工制造,家用轻工,其他家用轻工,电子商务;VR设备;虚拟现实;国资驰援;华为概念
002790.SZ,瑞尔特,轻工制造,家用轻工,其他家用轻工,智能家居
300640.SZ,德艺文创,轻工制造,家用轻工,其他家用轻工,人民币贬值受益;创业板重组松绑
300729.SZ,乐歌股份,轻工制造,家用轻工,其他家用轻工,健康中国;创业板重组松绑;半年报预增;人工智能
600439.SH,瑞贝卡,轻工制造,家用轻工,其他家用轻工,她经济;废品回收;沪股通;人民币贬值受益;中非合作;标普道琼斯A股;富时罗素概念股;富时罗素概念
600539.SH,ST狮头,轻工制造,家用轻工,其他家用轻工,净水器;股权转让;壳资源;ST板块
600735.SH,新华锦,轻工制造,家用轻工,其他家用轻工,青岛自贸区;中韩自贸区;养老地产;老龄化;外贸;养老概念;石墨烯;期货概念;澳交所概念
603021.SH,山东华鹏,轻工制造,家用轻工,其他家用轻工,股权转让;地方国资改革;山东国资改革
603059.SH,倍加洁,轻工制造,家用轻工,其他家用轻工,健康中国;人民币贬值受益
603268.SH,松发股份,轻工制造,家用轻工,其他家用轻工,在线教育;食品包装;陶瓷产品;股权转让
603385.SH,惠达卫浴,轻工制造,家用轻工,其他家用轻工,装配式建筑;雄安新区;厕所革命;智能家居;精装修
603838.SH,四通股份,轻工制造,家用轻工,其他家用轻工,循环经济;陶瓷产品;股权转让
603992.SH,松霖科技,轻工制造,家用轻工,其他家用轻工,新股与次新股;智能家居;非科创次新股;C2M概念;全屋定制
000663.SZ,*ST永林,轻工制造,家用轻工,家具,福建土改;海峡西岸;殡仪服务;风沙治理;土地流转;林场改革;低碳;长江防护林;福建污染减排;纤维板;美丽中国;地方国资改革;ST板块
000910.SZ,大亚圣象,轻工制造,家用轻工,家具,深股通;融资融券;转融券标的;养老金持股;标普道琼斯A股;精装修;富时罗素概念;富时罗素概念股
002240.SZ,威华股份,轻工制造,家用轻工,家具,土地流转;纤维板;锂电原料;小金属概念;锂电池;稀土永磁;融资融券;转融券标的;富时罗素概念股;宁德时代概念
002489.SZ,浙江永强,轻工制造,家用轻工,家具,在线旅游;体育产业;参股360;创投;深股通;电子商务;人民币贬值受益;独角兽概念;旅游;融资融券;转融券标的;一带一路;标普道琼斯A股;C2M概念;室外经济;富时罗素概念股;富时罗素概念
002572.SZ,索菲亚,轻工制造,家用轻工,家具,奢侈品;虚拟现实;电子商务;深股通;全屋定制;融资融券;转融券标的;参股券商;MSCI概念;标普道琼斯A股;富时罗素概念股;富时罗素概念
002631.SZ,德尔未来,轻工制造,家用轻工,家具,造纸转暖;节能环保;锂电隔膜;智能家居;柔性屏;长三角一体化;融资融券;石墨烯;转融券标的;锂电池;C2M概念
002853.SZ,皮阿诺,轻工制造,家用轻工,家具,智能家居;粤港澳大湾区;物联网;网红经济;电子商务;C2M概念
300616.SZ,尚品宅配,轻工制造,家用轻工,家具,移动互联网;深股通;全屋定制;富时罗素概念股;富时罗素概念
300749.SZ,顶固集创,轻工制造,家用轻工,家具,智能家居;全屋定制
600337.SH,美克家居,轻工制造,家用轻工,家具,新疆振兴;国开行;智能物流;消费金融;融资融券;沪股通;转融券标的;电子商务;燃料电池;C2M概念;互联网;标普道琼斯A股;富时罗素概念股;富时罗素概念
600978.SH,*ST宜生,轻工制造,家用轻工,家具,胶合板;纤维板;低碳;腾讯概念;移动购物;智能家居;证金持股;ST板块;标普道琼斯A股;富时罗素概念股;一元股
601996.SH,丰林集团,轻工制造,家用轻工,家具,胶合板;林场改革;生态城乡;GEP;美丽中国;融资融券;纤维板;转融券标的;土地流转
603008.SH,喜临门,轻工制造,家用轻工,家具,沪股通;智能家居;文化传媒;电子商务;影视娱乐;标普道琼斯A股
603180.SH,金牌厨柜,轻工制造,家用轻工,家具,沪股通;标普道琼斯A股
603208.SH,江山欧派,轻工制造,家用轻工,家具,--
603221.SH,爱丽家居,轻工制造,家用轻工,家具,新股与次新股;非科创次新股;人民币贬值受益
603226.SH,菲林格尔,轻工制造,家用轻工,家具,精装修
603313.SH,梦百合,轻工制造,家用轻工,家具,独角兽概念;智能家居;人民币贬值受益;跨境电商
603326.SH,我乐家居,轻工制造,家用轻工,家具,全屋定制
603389.SH,*ST亚振,轻工制造,家用轻工,家具,创投;智能家居;ST板块;机构重仓
603600.SH,永艺股份,轻工制造,家用轻工,家具,沪股通;标普道琼斯A股;抖音小店;富时罗素概念股
603610.SH,麒盛科技,轻工制造,家用轻工,家具,新股与次新股;智能家居;非科创次新股;人民币贬值受益;沪股通
603661.SH,恒林股份,轻工制造,家用轻工,家具,小米概念;人民币贬值受益;精装修
603709.SH,中源家居,轻工制造,家用轻工,家具,养老概念;人民币贬值受益;跨境电商
603801.SH,志邦家居,轻工制造,家用轻工,家具,全屋定制;沪股通;标普道琼斯A股
603816.SH,顾家家居,轻工制造,家用轻工,家具,大消费;恒大概念;智能家居;沪股通;电子商务;融资融券;转融券标的;标普道琼斯A股;富时罗素概念股;富时罗素概念;机构重仓
603818.SH,曲美家居,轻工制造,家用轻工,家具,工业4.0;商誉减值
603833.SH,欧派家居,轻工制造,家用轻工,家具,沪股通;全屋定制;大消费;MSCI概念;融资融券;转融券标的;C2M概念;标普道琼斯A股;富时罗素概念股;富时罗素概念
603848.SH,好太太,轻工制造,家用轻工,家具,电子商务;智能家居;沪股通;阿里巴巴概念;标普道琼斯A股
603898.SH,好莱客,轻工制造,家用轻工,家具,智能家居;工业4.0;互联网家装;全屋定制;标普道琼斯A股;网络直播;富时罗素概念股
000659.SZ,珠海中富,轻工制造,包装印刷,包装印刷Ⅲ,横琴新区;粤港澳大湾区
000695.SZ,滨海能源,轻工制造,包装印刷,包装印刷Ⅲ,滨海新区;环渤海;天津自贸区;在线教育;地方国资改革;天津国资改革
000812.SZ,陕西金叶,轻工制造,包装印刷,包装印刷Ⅲ,聚乳酸;人民币升值;国际板;融资融券;职业教育;转融券标的;参股券商;信托概念;创投;烟草
002014.SZ,永新股份,轻工制造,包装印刷,包装印刷Ⅲ,圣诞节;线型;聚丙烯;供销社;机构重仓
002117.SZ,东港股份,轻工制造,包装印刷,包装印刷Ⅲ,换芯;人民币升值;金融IC;两会;融资融券;区块链应用;转融券标的;物联网感知层;物联网;蚂蚁金服概念;电子发票;互联网彩票;区块链;移动支付;分拆上市意愿;深股通
002191.SZ,劲嘉股份,轻工制造,包装印刷,包装印刷Ⅲ,食品安全;成渝特区;食品包装;圣诞节;融资融券;深股通;转融券标的;物联网;医药安全;电子标签;电子烟;药品信息化追溯;烟草;区块链;芯片概念;标普道琼斯A股;富时罗素概念股;富时罗素概念
002228.SZ,合兴包装,轻工制造,包装印刷,包装印刷Ⅲ,供应链金融;人民币升值;食品包装;圣诞节;工业4.0;环保包装
002229.SZ,鸿博股份,轻工制造,包装印刷,包装印刷Ⅲ,腾讯平台;人民币升值;金融IC;融资融券;转融券标的;赛马概念;基站天线;互联网彩票;世界杯;区块链;互联网
002303.SZ,美盈森,轻工制造,包装印刷,包装印刷Ⅲ,云印刷;互联网平台;电子烟;深股通;工业4.0;环保包装;电子商务;军民融合;台湾概念股;工业大麻;苹果概念;人造肉;融资融券;转融券标的;区块链;互联网;标普道琼斯A股;富时罗素概念股;富时罗素概念
002522.SZ,浙江众成,轻工制造,包装印刷,包装印刷Ⅲ,新材料概念;嘉兴土改;新版人民币;金改;塑料钞票;小额贷款;高性能膜;长三角一体化;融资融券;转融券标的;5G;国产替代;富时罗素概念股
002565.SZ,顺灏股份,轻工制造,包装印刷,包装印刷Ⅲ,造纸转暖;云印刷;土壤修复;环保包装;电子烟;白卡纸;工业大麻;烟草;融资融券;转融券标的
002585.SZ,双星新材,轻工制造,包装印刷,包装印刷Ⅲ,高性能膜;新材料概念;塑料钞票;触摸屏;膜材料;OLED;OLED材料;柔性屏;华为概念;超清视频;区块链;标普道琼斯A股;富时罗素概念股;半年报预增;三星
002599.SZ,盛通股份,轻工制造,包装印刷,包装印刷Ⅲ,幼儿教育;云印刷;服务机器人;机器人概念;二胎概念;在线教育
002701.SZ,奥瑞金,轻工制造,包装印刷,包装印刷Ⅲ,食品包装;APEC会议;融资融券;深股通;转融券标的;番茄酱;债转股;足球概念;MSCI预期;世界杯;冰雪产业;体育产业;标普道琼斯A股;富时罗素概念股;富时罗素概念
002735.SZ,王子新材,轻工制造,包装印刷,包装印刷Ⅲ,无线充电;可降解塑料
